re_idx,idx,sentence,category,polarity,target,from,to
187,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,AMBIENCE#GENERAL,positive,setting,75,82
187,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,SERVICE#GENERAL,positive,service,92,99
187,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,RESTAURANT#MISCELLANEOUS,positive,NULL,0,0
188,1205520:0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,RESTAURANT#GENERAL,positive,Mizu,134,138
189,1205520:1,Even after they overcharged me the last time I was there.,SERVICE#GENERAL,negative,NULL,0,0
190,1205520:2,Make sure you have the Spicy Scallop roll.. .,FOOD#QUALITY,positive,Spicy Scallop roll,23,41
191,1205520:3,it's delicious!,FOOD#QUALITY,positive,NULL,0,0
192,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!",FOOD#QUALITY,positive,Moules,0,6
192,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!",FOOD#QUALITY,negative,lobster ravioli,23,38
193,1212346:1,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",SERVICE#GENERAL,negative,maitre d',38,47
194,1212346:2,"Told us to sit anywhere, and when we sat he said the table was reserved.",SERVICE#GENERAL,negative,NULL,0,0
195,1212346:3,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,SERVICE#GENERAL,negative,NULL,0,0
196,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,FOOD#STYLE_OPTIONS,negative,dessert,5,12
196,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,FOOD#PRICES,negative,dessert,5,12
197,1221938:0,The drinks are always welll made and wine selection is fairly priced.,DRINKS#QUALITY,positive,drinks,4,10
197,1221938:0,The drinks are always welll made and wine selection is fairly priced.,DRINKS#PRICES,positive,wine selection,37,51
198,1221938:1,Try their chef's specials-- they are to die for.,FOOD#QUALITY,positive,chef's specials,10,25
199,1221938:2,"Service is not exactly five star, but thats not really a big deal.",SERVICE#GENERAL,neutral,Service,0,7
200,1221938:3,Downstairs lounge is always a good attraction,AMBIENCE#GENERAL,positive,Downstairs lounge,0,17
201,1225162:0,"Raga's is a romantic, cozy restaurant.",AMBIENCE#GENERAL,positive,Raga's,0,6
202,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,FOOD#STYLE_OPTIONS,positive,exotic food,4,15
202,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,FOOD#QUALITY,positive,exotic food,4,15
203,1225162:2,It is also extremely well priced.,FOOD#PRICES,positive,NULL,0,0
204,1225162:3,The staff is incredibly helpful and attentive.,SERVICE#GENERAL,positive,staff,4,9
205,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,DRINKS#STYLE_OPTIONS,positive,bar,4,7
205,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,DRINKS#STYLE_OPTIONS,positive,beers,46,51
205,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,DRINKS#PRICES,positive,wines,68,73
206,1225162:5,This is one of my favorite restaurants and it is not to be missed.,RESTAURANT#GENERAL,positive,NULL,0,0
207,1225162:6,Your friends will thank you for introducing them to this gem!,RESTAURANT#GENERAL,positive,NULL,0,0
208,1227999:0,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",RESTAURANT#GENERAL,negative,Leon,20,24
209,1227999:1,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",SERVICE#GENERAL,negative,waitress,4,12
210,1227999:2,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",SERVICE#GENERAL,negative,NULL,0,0
211,1227999:3,Such a disappointment...,SERVICE#GENERAL,negative,NULL,0,0
212,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",SERVICE#GENERAL,negative,service,5,12
212,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",FOOD#QUALITY,neutral,food,23,27
212,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",RESTAURANT#GENERAL,negative,NULL,0,0
213,1230993:0,I had a grat time at Jekyll and Hyde!,RESTAURANT#GENERAL,positive,Jekyll and Hyde,21,36
214,1230993:1,I loved everythig about it-especially the shows and actors.,RESTAURANT#GENERAL,positive,NULL,0,0
214,1230993:1,I loved everythig about it-especially the shows and actors.,AMBIENCE#GENERAL,positive,shows,42,47
214,1230993:1,I loved everythig about it-especially the shows and actors.,AMBIENCE#GENERAL,positive,actors,52,58
215,1230993:2,Our server was very helpful and friendly.,SERVICE#GENERAL,positive,server,4,10
216,1230993:3,I am bringing my whole family back next time.,RESTAURANT#MISCELLANEOUS,positive,NULL,0,0
217,1230993:4,The food was good too.,FOOD#QUALITY,positive,food,4,8
218,1232468:0,The tuna and wasabe potatoes are excellent.,FOOD#QUALITY,positive,tuna,4,8
218,1232468:0,The tuna and wasabe potatoes are excellent.,FOOD#QUALITY,positive,wasabe potatoes,13,28
219,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,LOCATION#GENERAL,positive,outdoor atmosphere,4,22
220,1232468:2,"Inside is a little cramped, but to be expected.",AMBIENCE#GENERAL,neutral,NULL,0,0
221,1232468:3,Service was prompt and courteous.,SERVICE#GENERAL,positive,Service,0,7
222,1232468:4,This was a repeat visit and we'll definitely be back again.,RESTAURANT#GENERAL,positive,NULL,0,0
223,1241906:0,"Great service, great food.",SERVICE#GENERAL,positive,service,6,13
223,1241906:0,"Great service, great food.",FOOD#QUALITY,positive,food,21,25
224,1241906:1,Prices are in line.,RESTAURANT#PRICES,neutral,NULL,0,0
226,1241906:3,But too far east!,LOCATION#GENERAL,negative,NULL,0,0
228,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",FOOD#QUALITY,positive,pizza,4,9
228,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",FOOD#QUALITY,positive,fresh mozzarella,34,50
229,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",FOOD#STYLE_OPTIONS,negative,appetizer selection,22,41
230,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",FOOD#QUALITY,negative,NULL,0,0
230,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",FOOD#STYLE_OPTIONS,negative,NULL,0,0
232,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,SERVICE#GENERAL,negative,Wait staff,0,10
232,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,FOOD#QUALITY,positive,pie,74,77
233,1256373:0,By far the best salad I have had in a fast food restaurant.,FOOD#QUALITY,positive,salad,16,21
234,1256373:1,fine dining restaurant quality.,FOOD#QUALITY,positive,dining,5,11
235,1256373:2,Over 100 different choices to create your own.,FOOD#STYLE_OPTIONS,positive,NULL,0,0
236,1256373:3,A must try!,RESTAURANT#GENERAL,positive,NULL,0,0
237,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",RESTAURANT#GENERAL,positive,restaurant,73,83
238,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",FOOD#QUALITY,positive,NULL,0,0
238,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",AMBIENCE#GENERAL,positive,NULL,0,0
239,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD#QUALITY,positive,chicken pot pie,4,19
239,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD#STYLE_OPTIONS,positive,cheeseburger,39,51
239,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD#QUALITY,positive,cheeseburger,39,51
239,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",SERVICE#GENERAL,positive,service,81,88
240,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!",RESTAURANT#GENERAL,positive,NULL,0,0
241,1264954:4,We will return many times for this oasis in mid-town.,RESTAURANT#GENERAL,positive,NULL,0,0
243,1269216:1,The staff is no nonsense.,SERVICE#GENERAL,positive,staff,4,9
244,1269216:2,The food options rule.,FOOD#STYLE_OPTIONS,positive,food,4,8
245,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,FOOD#QUALITY,positive,bagels,56,62
246,1269216:4,Worth visiting the 1st Ave spot because it is the original store.,RESTAURANT#MISCELLANEOUS,positive,1st Ave spot,19,31
251,1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",FOOD#QUALITY,positive,Uni Hand roll,16,29
253,1275154:6,The sake menu should not be overlooked!,DRINKS#STYLE_OPTIONS,positive,sake menu,4,13
254,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",RESTAURANT#GENERAL,positive,NULL,0,0
255,1275154:8,Try the lobster teriyaki and the rose special roll.,FOOD#QUALITY,positive,lobster teriyaki,8,24
255,1275154:8,Try the lobster teriyaki and the rose special roll.,FOOD#QUALITY,positive,rose special roll,33,50
257,1280166:1,"Service was very good - prompt, attentive and non-intrusive.",SERVICE#GENERAL,positive,Service,0,7
258,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY,positive,Food,0,4
258,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY,negative,pork belly,94,104
259,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS,positive,Wine list selection,0,19
259,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS,positive,wine-by-the-glass,32,49
260,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,positive,Traditional French decour,0,25
260,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,negative,hall,50,54
261,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",RESTAURANT#GENERAL,positive,Cafe Spice,16,26
262,1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",SERVICE#GENERAL,neutral,Service,14,21
263,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",SERVICE#GENERAL,positive,Seating,0,7
264,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY,positive,Food,0,4
264,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY,negative,raw vegatables in side orders,76,105
265,1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",SERVICE#GENERAL,neutral,NULL,0,0
266,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE#GENERAL,positive,decor,4,9
266,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE#GENERAL,positive,semi-private boths,51,69
267,1286916:0,I have NEVER been disappointed in the Red Eye.,RESTAURANT#GENERAL,positive,Red Eye,38,45
268,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",AMBIENCE#GENERAL,positive,live jazz band,55,69
268,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",AMBIENCE#GENERAL,positive,atmosphere,74,84
270,1286916:3,It's simply the best meal in NYC.,FOOD#QUALITY,positive,meal,21,25
271,1286916:4,You cannot go wrong at the Red Eye Grill.,RESTAURANT#GENERAL,positive,Red Eye Grill,27,40
272,1287538:0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",RESTAURANT#GENERAL,positive,restaurant,74,84
274,1287538:2,The restaurant is cute but not upscale.,AMBIENCE#GENERAL,neutral,restaurant,4,14
275,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD#QUALITY,positive,food,4,8
