re_idx,idx,sentence,category,polarity
232,276:2,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,LAPTOP#GENERAL,positive
232,276:2,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,LAPTOP#USABILITY,positive
234,276:4,I would recomend this acer to parents and grandparents it can really help them in school.,LAPTOP#MISCELLANEOUS,positive
235,191:0,MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,LAPTOP#MISCELLANEOUS,negative
236,191:1,"IT WANT TAKE IT, IT KEEP SAYING ERROR.",LAPTOP#MISCELLANEOUS,negative
237,191:2,"HELP, HELP, OTHER THAN THAT GETS A GREAT LITTLE WONDER.",LAPTOP#GENERAL,positive
238,237:0,It's fast and has excellent battery life.,LAPTOP#OPERATION_PERFORMANCE,positive
238,237:0,It's fast and has excellent battery life.,BATTERY#OPERATION_PERFORMANCE,positive
239,237:1,The screen shows great colors.,DISPLAY#QUALITY,positive
240,247:0,I was surprised with the performance and quality of this HP Laptop.,LAPTOP#OPERATION_PERFORMANCE,positive
240,247:0,I was surprised with the performance and quality of this HP Laptop.,LAPTOP#QUALITY,positive
241,247:1,the speed is fine.,LAPTOP#OPERATION_PERFORMANCE,positive
243,247:3,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",DISPLAY#DESIGN_FEATURES,positive
243,247:3,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",LAPTOP#CONNECTIVITY,positive
244,247:4,Love it.,LAPTOP#GENERAL,positive
245,254:0,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",LAPTOP#GENERAL,positive
245,254:0,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",BATTERY#OPERATION_PERFORMANCE,positive
246,216:0,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,BATTERY#OPERATION_PERFORMANCE,negative
247,242:0,This computer is the ideal college companion.,LAPTOP#MISCELLANEOUS,positive
248,242:1,It's software and speed enable it to do amazing things.,LAPTOP#OPERATION_PERFORMANCE,positive
248,242:1,It's software and speed enable it to do amazing things.,SOFTWARE#GENERAL,positive
249,338:0,I am not happy at all with the product I purchased.,LAPTOP#GENERAL,negative
250,338:1,"A cheaper price should not equal a ""cheap"" product.",LAPTOP#PRICE,neutral
250,338:1,"A cheaper price should not equal a ""cheap"" product.",LAPTOP#QUALITY,negative
251,338:2,It was over rated!,LAPTOP#GENERAL,negative
252,364:0,The Toshiba laptop was a great purchase.,LAPTOP#GENERAL,positive
253,364:1,"The price was very good, and the product is top quality.",LAPTOP#PRICE,positive
253,364:1,"The price was very good, and the product is top quality.",LAPTOP#QUALITY,positive
254,364:2,"The delivery was fast, and I would not hesitate to purchase this laptop again.",SHIPPING#QUALITY,positive
254,364:2,"The delivery was fast, and I would not hesitate to purchase this laptop again.",LAPTOP#GENERAL,positive
256,362:1,It has easy to use features and all the speed and power I could ask for.,LAPTOP#USABILITY,positive
256,362:1,It has easy to use features and all the speed and power I could ask for.,LAPTOP#OPERATION_PERFORMANCE,positive
257,362:2,True quality at a great price!,LAPTOP#QUALITY,positive
257,362:2,True quality at a great price!,LAPTOP#PRICE,positive
259,357:1,I am enjoying it and the quality it provides is great!,LAPTOP#GENERAL,positive
259,357:1,I am enjoying it and the quality it provides is great!,LAPTOP#QUALITY,positive
260,357:2,"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!",COMPANY#GENERAL,positive
260,357:2,"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!",LAPTOP#GENERAL,positive
262,330:1,"The screen graphics and clarity, and sharpness are great.",DISPLAY#QUALITY,positive
263,330:2,I've already recommended this laptop to a friend who eye'd the computer when I took it out of my bag.,LAPTOP#GENERAL,positive
264,322:0,I like the laptop overall.,LAPTOP#GENERAL,positive
265,322:1,The only thing i can say is that the touch pad doesnt work like it should all the time.,MOUSE#OPERATION_PERFORMANCE,negative
266,322:2,Sometimes you really have to tap the pad to get it to work,MOUSE#OPERATION_PERFORMANCE,negative
266,322:2,Sometimes you really have to tap the pad to get it to work,MOUSE#USABILITY,negative
267,354:0,This is a great little computer for the price.,LAPTOP#GENERAL,positive
267,354:0,This is a great little computer for the price.,LAPTOP#PRICE,neutral
268,354:1,"Simple to use, and great graphics.",LAPTOP#USABILITY,positive
268,354:1,"Simple to use, and great graphics.",GRAPHICS#GENERAL,positive
269,354:2,It has everything I would need for a home computer.,LAPTOP#MISCELLANEOUS,positive
270,354:3,I'm very impressed.,LAPTOP#GENERAL,positive
271,301:0,It was secure and easy to navigate.,LAPTOP#QUALITY,positive
271,301:0,It was secure and easy to navigate.,LAPTOP#USABILITY,positive
272,301:1,It is everything that I would want in a computer.,LAPTOP#GENERAL,positive
273,301:2,"Besides the great look, it is a great machine.",LAPTOP#DESIGN_FEATURES,positive
273,301:2,"Besides the great look, it is a great machine.",LAPTOP#GENERAL,positive
275,301:4,Once again apple stands alone at the top of the charts.,COMPANY#GENERAL,positive
276,369:0,"I enjoy very much my new Toshiba, purchased specifially for attending online schooling.",LAPTOP#GENERAL,positive
277,369:1,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",LAPTOP#USABILITY,positive
278,369:2,"I have found also, it is very easy to be able to access wireless internet access; without having to have extra equipment and/or complicated routes to take to be able to do so.",LAPTOP#CONNECTIVITY,positive
279,369:3,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP#DESIGN_FEATURES,positive
279,369:3,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP#USABILITY,positive
279,369:3,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP#MISCELLANEOUS,positive
280,369:4,I am very pleased with my purchase!,LAPTOP#GENERAL,positive
281,371:0,This laptop serves all my needs.,LAPTOP#GENERAL,positive
282,371:1,Screen size is perfect for portable use in any environment.,DISPLAY#DESIGN_FEATURES,positive
282,371:1,Screen size is perfect for portable use in any environment.,LAPTOP#PORTABILITY,positive
283,371:2,Price and purpose is awesome!,LAPTOP#PRICE,positive
283,371:2,Price and purpose is awesome!,LAPTOP#MISCELLANEOUS,positive
284,373:0,I have been very pleased with the performance of this laptop.,LAPTOP#OPERATION_PERFORMANCE,positive
285,373:1,"The battery life seems to be very good, and have had no issues with it.",BATTERY#OPERATION_PERFORMANCE,positive
286,373:2,Great product.,LAPTOP#GENERAL,positive
287,382:0,The laptop was very easy to set up.,LAPTOP#USABILITY,positive
289,382:2,Everything was so easy.,LAPTOP#USABILITY,positive
293,385:3,They were able to set-up with labtops themselves within a few minutes.,LAPTOP#USABILITY,positive
294,385:4,It works fine with our wireless and they've had not problems.,LAPTOP#CONNECTIVITY,positive
294,385:4,It works fine with our wireless and they've had not problems.,LAPTOP#GENERAL,positive
295,385:5,It's a great product for a great price!,LAPTOP#GENERAL,positive
295,385:5,It's a great product for a great price!,LAPTOP#PRICE,positive
296,4:0,"Waited on getting this computer, but it has been a great change.",LAPTOP#GENERAL,positive
297,4:1,Ease of use is just one of the benefits I love about my Mac.,LAPTOP#USABILITY,positive
299,160:1,The service I received from Toshiba went above and beyond the call of duty.,SUPPORT#QUALITY,positive
300,160:2,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",LAPTOP#OPERATION_PERFORMANCE,positive
300,160:2,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",DISPLAY#QUALITY,positive
300,160:2,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",LAPTOP#USABILITY,positive
301,160:3,It is extremely portable and easily connects to WIFI at the library and elsewhere.,LAPTOP#PORTABILITY,positive
301,160:3,It is extremely portable and easily connects to WIFI at the library and elsewhere.,LAPTOP#CONNECTIVITY,positive
302,160:4,Just what the doctor ordered.,LAPTOP#GENERAL,positive
304,185:1,I cannot be happier with the service or product.,SUPPORT#QUALITY,positive
304,185:1,I cannot be happier with the service or product.,LAPTOP#GENERAL,positive
305,64:0,power supply went bad after 2 weeks --,POWER_SUPPLY#QUALITY,negative
306,64:1,after much effort and 10 days ASUS replaced it,SUPPORT#QUALITY,negative
307,64:2,The WiFi is very weak.,LAPTOP#CONNECTIVITY,negative
309,64:4,Summary: Spend your money elsewhere,LAPTOP#GENERAL,negative
310,78:0,This is a nicely sized laptop with lots of processing power and long battery life.,LAPTOP#DESIGN_FEATURES,positive
310,78:0,This is a nicely sized laptop with lots of processing power and long battery life.,CPU#OPERATION_PERFORMANCE,positive
310,78:0,This is a nicely sized laptop with lots of processing power and long battery life.,BATTERY#OPERATION_PERFORMANCE,positive
311,78:1,Love it so far.,LAPTOP#GENERAL,positive
312,270:0,The Toshiba Net book operates very well.,LAPTOP#OPERATION_PERFORMANCE,positive
313,270:1,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,OS#MISCELLANEOUS,negative
314,214:0,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#GENERAL,positive
314,214:0,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#DESIGN_FEATURES,positive
314,214:0,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#PORTABILITY,positive
314,214:0,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#OPERATION_PERFORMANCE,positive
315,214:1,"The touchpad is extremely sensitive, which is the only drawback.",MOUSE#OPERATION_PERFORMANCE,negative
315,214:1,"The touchpad is extremely sensitive, which is the only drawback.",LAPTOP#GENERAL,positive
316,214:2,"Otherwise, I love it!",LAPTOP#GENERAL,positive
318,350:1,I wasn't really sure I wanted to spend that kind of money!,LAPTOP#PRICE,negative
319,350:2,It Was a great deal after all.,LAPTOP#GENERAL,positive
319,350:2,It Was a great deal after all.,LAPTOP#PRICE,positive
320,350:3,I LOVE it!,LAPTOP#GENERAL,positive
321,350:4,I should have bought one a long time ago.,LAPTOP#GENERAL,positive
322,350:5,Not enough time for me to give it 5 stars!,LAPTOP#GENERAL,neutral
323,294:0,"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",LAPTOP#GENERAL,positive
324,294:1,I have only had PCs with Windows before so this takes a little getting use to.,OS#USABILITY,neutral
325,294:2,The real stand out on this computer is the feel of the keyboard and it's speed.,KEYBOARD#QUALITY,positive
325,294:2,The real stand out on this computer is the feel of the keyboard and it's speed.,LAPTOP#OPERATION_PERFORMANCE,positive
326,294:3,"It is fast booting up , shutting down, and connection with the internet.",LAPTOP#OPERATION_PERFORMANCE,positive
326,294:3,"It is fast booting up , shutting down, and connection with the internet.",LAPTOP#CONNECTIVITY,positive
327,294:4,The one thing I wish it had was a detailed hardcopy manuel.,LAPTOP#MISCELLANEOUS,negative
328,294:5,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",LAPTOP#MISCELLANEOUS,neutral
329,239:0,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",LAPTOP#MISCELLANEOUS,positive
330,239:1,It's priced very reasonable and works very well right out of the box.,LAPTOP#PRICE,positive
330,239:1,It's priced very reasonable and works very well right out of the box.,LAPTOP#OPERATION_PERFORMANCE,positive
333,239:4,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#GENERAL,positive
333,239:4,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#PORTABILITY,positive
333,239:4,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#MISCELLANEOUS,positive
335,239:6,the screen/video resolution won't increase to a higher resolution then 1024 x 60,DISPLAY#QUALITY,negative
336,239:7,"That being said, it still runs video in full screen decently.",DISPLAY#OPERATION_PERFORMANCE,neutral
337,239:8,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",MULTIMEDIA_DEVICES#QUALITY,neutral
338,239:9,"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.",LAPTOP#GENERAL,positive
